,index,total,discharge_count,expire_count,discharge_pp,expired_pp
5606,unilateral reddened hot limb,1,1.0,0.0,1.0,0.0
5607,burning in chest,1,1.0,0.0,1.0,0.0
5608,sah iph,1,1.0,0.0,1.0,0.0
5609,foot run over by car,1,1.0,0.0,1.0,0.0
5610,l thigh infx,1,1.0,0.0,1.0,0.0
5611,tongue tingling,1,1.0,0.0,1.0,0.0
5612,chills post op,1,1.0,0.0,1.0,0.0
5613,intubated etoh,1,1.0,0.0,1.0,0.0
5614,n/v?d,1,1.0,0.0,1.0,0.0
5615,cognitive decline/agitation,1,1.0,0.0,1.0,0.0
5616,hypertension crisis,1,1.0,0.0,1.0,0.0
5617,lethargys/p head bleed,1,1.0,0.0,1.0,0.0
5618,numbness/tingling in hands/feet,1,1.0,0.0,1.0,0.0
5619,?colitis flare,1,1.0,0.0,1.0,0.0
5620,cocaine ingestion,1,1.0,0.0,1.0,0.0
5621,si/ auditory hallucinations,1,1.0,0.0,1.0,0.0
5622,abd pain fever,1,1.0,0.0,1.0,0.0
5623,ha & dizzy,1,1.0,0.0,1.0,0.0
5624,j tube replacement,1,1.0,0.0,1.0,0.0
5625,seizure/unresponsive,1,1.0,0.0,1.0,0.0
5626,pos bld cults,1,1.0,0.0,1.0,0.0
5627,rectal bleeding/wt loss,1,1.0,0.0,1.0,0.0
5628,needs g-tube replaced,1,1.0,0.0,1.0,0.0
5629,vomiting bile/abd pain,1,1.0,0.0,1.0,0.0
5630,s/p cabg chf,1,1.0,0.0,1.0,0.0
5631,25' fall,1,1.0,0.0,1.0,0.0
5632,neck/spine pain,1,1.0,0.0,1.0,0.0
5633,si/foot pain ,1,1.0,0.0,1.0,0.0
5634,dengue fever,1,1.0,0.0,1.0,0.0
5635,swelling left side face,1,1.0,0.0,1.0,0.0
5636,dialysis shunt eval,1,1.0,0.0,1.0,0.0
5637,fall l  hip  pain,1,1.0,0.0,1.0,0.0
5638,pharyngeal abscess,1,1.0,0.0,1.0,0.0
5639,blocked cbd,1,1.0,0.0,1.0,0.0
5640,abnormal labs ili,1,1.0,0.0,1.0,0.0
5641,closed head injury ?ich,1,1.0,0.0,1.0,0.0
5642,? cont'd diarrhea,1,1.0,0.0,1.0,0.0
5643,r leg eval,1,1.0,0.0,1.0,0.0
5644,"pain,?abcess",1,1.0,0.0,1.0,0.0
5645,cp/___,1,1.0,0.0,1.0,0.0
5646,abnormal abdominal ct,1,1.0,0.0,1.0,0.0
5647,pain/vomiting,1,1.0,0.0,1.0,0.0
5648,dyspnea/ascites,1,1.0,0.0,1.0,0.0
5649,inc le edema,1,1.0,0.0,1.0,0.0
5650,supratherapeutic/icterus,1,1.0,0.0,1.0,0.0
5651,abd and cp,1,1.0,0.0,1.0,0.0
5652,n-stemi,1,1.0,0.0,1.0,0.0
5653,od  sa,1,1.0,0.0,1.0,0.0
5654,low u/o,1,1.0,0.0,1.0,0.0
5655,"lethargy,fever",1,1.0,0.0,1.0,0.0
5656,fall/fatigue,1,1.0,0.0,1.0,0.0
5657,? head bleed,1,1.0,0.0,1.0,0.0
5658,bil foot pain/ulcers,1,1.0,0.0,1.0,0.0
5659,pale/sob/weak,1,1.0,0.0,1.0,0.0
5660,chest tube not draining,1,1.0,0.0,1.0,0.0
5661,epigatric pain,1,1.0,0.0,1.0,0.0
5662,cellulitis/phleblitis,1,1.0,0.0,1.0,0.0
5663,elevated icp,1,1.0,0.0,1.0,0.0
5664,left abd  pain,1,1.0,0.0,1.0,0.0
5665,head bleed/cva,1,1.0,0.0,1.0,0.0
5666,tachy/brady,1,1.0,0.0,1.0,0.0
5667,psch eval,1,1.0,0.0,1.0,0.0
5668,l leg pain/heaviness,1,1.0,0.0,1.0,0.0
5669,episodic aphasia,1,1.0,0.0,1.0,0.0
5670,left eye droop,1,1.0,0.0,1.0,0.0
5671,bleeding from nephrostomy,1,1.0,0.0,1.0,0.0
5672,rlee,1,1.0,0.0,1.0,0.0
5673,c -diff ?,1,1.0,0.0,1.0,0.0
5674,mentals status changes,1,1.0,0.0,1.0,0.0
5675,wound eval-complications of spina bif,1,1.0,0.0,1.0,0.0
5676,cp x 1 week,1,1.0,0.0,1.0,0.0
5677,abdominal swelling,1,1.0,0.0,1.0,0.0
5678,dyspnea/dizzy,1,1.0,0.0,1.0,0.0
5679,+ d- dimer,1,1.0,0.0,1.0,0.0
5680,epigastric pain ,1,1.0,0.0,1.0,0.0
5681,overdose/intubated,1,1.0,0.0,1.0,0.0
5682,ha/dizzy/? dissection,1,1.0,0.0,1.0,0.0
5683,t4-t6  cord  compression,1,1.0,0.0,1.0,0.0
5684,volvulous,1,1.0,0.0,1.0,0.0
5685,cp/htn,1,1.0,0.0,1.0,0.0
5686,+ivh,1,1.0,0.0,1.0,0.0
5687,vt arrest,1,1.0,0.0,1.0,0.0
5688,dyspnea/hypotension,1,1.0,0.0,1.0,0.0
5689,lacs to arms,1,1.0,0.0,1.0,0.0
5690,shortness of breath/ili,1,1.0,0.0,1.0,0.0
5691,chest pain on inspiration,1,1.0,0.0,1.0,0.0
5692,uncontrollable shaking,1,1.0,0.0,1.0,0.0
5693,r side pnx,1,1.0,0.0,1.0,0.0
5694,? bowel obstruction,1,1.0,0.0,1.0,0.0
5695,fall back l hip pain,1,1.0,0.0,1.0,0.0
5696,cerebal edema,1,1.0,0.0,1.0,0.0
5697,blood loss,1,1.0,0.0,1.0,0.0
5698,ruq pain n/v/d,1,1.0,0.0,1.0,0.0
5699,low plts count/weakness,1,1.0,0.0,1.0,0.0
5700,cp/sob/n/v/d,1,1.0,0.0,1.0,0.0
5701,s/p left upper abdominal pain,1,1.0,0.0,1.0,0.0
5702,swollen rt.knee,1,1.0,0.0,1.0,0.0
5703,leg swelling and reddness,1,1.0,0.0,1.0,0.0
5704,"back pain,hypotension",1,1.0,0.0,1.0,0.0
5705,off balance/hypotension,1,1.0,0.0,1.0,0.0
5706,fever s/p aortic graft,1,1.0,0.0,1.0,0.0
5707,choledocholithiasis,1,1.0,0.0,1.0,0.0
5708,loss of vision resolved,1,1.0,0.0,1.0,0.0
5709,paresthesias,1,1.0,0.0,1.0,0.0
5710,large pupil lid closed,1,1.0,0.0,1.0,0.0
5711,headache/new mass,1,1.0,0.0,1.0,0.0
5712,mvc rear ended,1,1.0,0.0,1.0,0.0
5713,cholycystits,1,1.0,0.0,1.0,0.0
5714,sciatic pain ,1,1.0,0.0,1.0,0.0
5715,blocked biliary stent,1,1.0,0.0,1.0,0.0
5716,aura,1,1.0,0.0,1.0,0.0
5717,ng tube replacement,1,1.0,0.0,1.0,0.0
5718,s/p fall from ladder,1,1.0,0.0,1.0,0.0
5719,skin tear,1,1.0,0.0,1.0,0.0
5720,right sided ___ pain,1,1.0,0.0,1.0,0.0
5721,needs vascular,1,1.0,0.0,1.0,0.0
5722,ich ,1,1.0,0.0,1.0,0.0
5723,weak/lightheaded,1,1.0,0.0,1.0,0.0
5724,sycopal,1,1.0,0.0,1.0,0.0
5725,hypotension/bradycardia,1,1.0,0.0,1.0,0.0
5726,abn preg,1,1.0,0.0,1.0,0.0
5727,shortness of breath/chest pain,1,1.0,0.0,1.0,0.0
5728,confusion/worsening sdh,1,1.0,0.0,1.0,0.0
5729,vomiting/?dka,1,1.0,0.0,1.0,0.0
5730,uti/bottock pain,1,1.0,0.0,1.0,0.0
5731,atrial fribrillation,1,1.0,0.0,1.0,0.0
5732,worsening decubitus,1,1.0,0.0,1.0,0.0
5733,s/p lap surgery,1,1.0,0.0,1.0,0.0
5734,fall for skateboard,1,1.0,0.0,1.0,0.0
5735,10 ft,1,1.0,0.0,1.0,0.0
5736,rectal bleeding/chest pain,1,1.0,0.0,1.0,0.0
5737,thigh erythema,1,1.0,0.0,1.0,0.0
5738,weakness s/p radiation 3d ago,1,1.0,0.0,1.0,0.0
5739,diverticular  perforation,1,1.0,0.0,1.0,0.0
5740,nstemi/cp,1,1.0,0.0,1.0,0.0
5741,increased paranoid thoughts,1,1.0,0.0,1.0,0.0
5742,ped struck/transfer,1,1.0,0.0,1.0,0.0
5743,increased cr,1,1.0,0.0,1.0,0.0
5744,rll pna,1,1.0,0.0,1.0,0.0
5745,carotid emboli,1,1.0,0.0,1.0,0.0
5746,consult,1,1.0,0.0,1.0,0.0
5747,worsening dyspnea,1,1.0,0.0,1.0,0.0
5748,l arn cellulitis,1,1.0,0.0,1.0,0.0
5749,substernal chest pain,1,1.0,0.0,1.0,0.0
5750,redness to hand,1,1.0,0.0,1.0,0.0
5751,tx- gallstones,1,1.0,0.0,1.0,0.0
5752,s/p tonsillectomy,1,1.0,0.0,1.0,0.0
5753,"? seizure,post ictal",1,1.0,0.0,1.0,0.0
5754,hypoxic ,1,1.0,0.0,1.0,0.0
5755,r/o sickle cell crisis,1,1.0,0.0,1.0,0.0
5756,worsening depression,1,1.0,0.0,1.0,0.0
5757,weak/slip and fall,1,1.0,0.0,1.0,0.0
5758,razor blade ingestion,1,1.0,0.0,1.0,0.0
5759,r arm discoloration,1,1.0,0.0,1.0,0.0
5760,abd pain/left flank pain,1,1.0,0.0,1.0,0.0
5761,sob/pna,1,1.0,0.0,1.0,0.0
5762,lle swelling/low plt count,1,1.0,0.0,1.0,0.0
5763,hypotension/arf,1,1.0,0.0,1.0,0.0
5764,brb per ostomy,1,1.0,0.0,1.0,0.0
5765,increased weight fluid weight gain,1,1.0,0.0,1.0,0.0
5766,n/v with black tarry stools,1,1.0,0.0,1.0,0.0
5767,rash and ankle swelling.,1,1.0,0.0,1.0,0.0
5768,necrotic right foot,1,1.0,0.0,1.0,0.0
5769,s/p pulmonary edema,1,1.0,0.0,1.0,0.0
5770,abdominal free air,1,1.0,0.0,1.0,0.0
5771,dark stools/sob,1,1.0,0.0,1.0,0.0
5772,out of control,1,1.0,0.0,1.0,0.0
5773,left sided weakness/facial droop,1,1.0,0.0,1.0,0.0
5774,"vomiting and diahrrea,dizzy",1,1.0,0.0,1.0,0.0
5775,graves disease,1,1.0,0.0,1.0,0.0
5776,dyshagia,1,1.0,0.0,1.0,0.0
5777,pain at chest drain site/sob,1,1.0,0.0,1.0,0.0
5778,open blisters l foot,1,1.0,0.0,1.0,0.0
5779,s/p valve,1,1.0,0.0,1.0,0.0
5780,self inflicted foot wounds,1,1.0,0.0,1.0,0.0
5781,fever + tachy,1,1.0,0.0,1.0,0.0
5782,nausea / dry heaves,1,1.0,0.0,1.0,0.0
5783,cerebellar edema,1,1.0,0.0,1.0,0.0
5784,pancreititus,1,1.0,0.0,1.0,0.0
5785,decub,1,1.0,0.0,1.0,0.0
5786,rt. arm pain,1,1.0,0.0,1.0,0.0
5787,r foot weakness,1,1.0,0.0,1.0,0.0
5788,sdh -intubated,1,1.0,0.0,1.0,0.0
5789,dizzy/nausea /high blood sugar ,1,1.0,0.0,1.0,0.0
5790,right foot fx,1,1.0,0.0,1.0,0.0
5791,r breast cellulitis,1,1.0,0.0,1.0,0.0
5792,ha/fatigue/sob,1,1.0,0.0,1.0,0.0
5793,?pyelo,1,1.0,0.0,1.0,0.0
5794,fall-transfer,1,1.0,0.0,1.0,0.0
5795,right tibial fx,1,1.0,0.0,1.0,0.0
5796,s/p mvc cardiac arrest,1,1.0,0.0,1.0,0.0
5797,"agressive behavior,combative",1,1.0,0.0,1.0,0.0
5798,right foot swelling/pain,1,1.0,0.0,1.0,0.0
5799,"cp,lap",1,1.0,0.0,1.0,0.0
5800,"ha,nausea",1,1.0,0.0,1.0,0.0
5801,cp r/o pe,1,1.0,0.0,1.0,0.0
5802,right eye redness/pain,1,1.0,0.0,1.0,0.0
5803,dm,1,1.0,0.0,1.0,0.0
5804,elevated wbc and bun,1,1.0,0.0,1.0,0.0
5805,fetal check,1,1.0,0.0,1.0,0.0
5806,biliary obstruction-transfer,1,1.0,0.0,1.0,0.0
5807,sob and dizziness,1,1.0,0.0,1.0,0.0
5808,diarrhea/chills,1,1.0,0.0,1.0,0.0
5809,bleed,1,1.0,0.0,1.0,0.0
5810,epigastrium,1,1.0,0.0,1.0,0.0
5811,"rash,wbc,transfer",1,1.0,0.0,1.0,0.0
5812,headache/neck pain/visual problems,1,1.0,0.0,1.0,0.0
5813,si/seizure,1,1.0,0.0,1.0,0.0
5814,new lesion,1,1.0,0.0,1.0,0.0
5815,r/o asp pna,1,1.0,0.0,1.0,0.0
5816,uncontrolled movements,1,1.0,0.0,1.0,0.0
5817,left hand redness,1,1.0,0.0,1.0,0.0
5818,increase pain,1,1.0,0.0,1.0,0.0
5819,right foot pain/redness,1,1.0,0.0,1.0,0.0
5820,cp/sob/hypoglycemia,1,1.0,0.0,1.0,0.0
5821,nausea/ tube eval,1,1.0,0.0,1.0,0.0
5822,upper abd pain radiates to back,1,1.0,0.0,1.0,0.0
5823,abd pain constipation,1,1.0,0.0,1.0,0.0
5824,intussusception,1,1.0,0.0,1.0,0.0
5825,shortness of breath/cp,1,1.0,0.0,1.0,0.0
5826,nausea h/a,1,1.0,0.0,1.0,0.0
5827,r side soreness,1,1.0,0.0,1.0,0.0
5828,abdominal distension/n/v,1,1.0,0.0,1.0,0.0
5829,resp distress intubated,1,1.0,0.0,1.0,0.0
5830,b femur fracture,1,1.0,0.0,1.0,0.0
5831,ha s/p epidural inj,1,1.0,0.0,1.0,0.0
5832,pancreas inflamation,1,1.0,0.0,1.0,0.0
5833,uti/ms changes,1,1.0,0.0,1.0,0.0
5834,hematuria s/p mvc,1,1.0,0.0,1.0,0.0
5835,left arm and leg tremors,1,1.0,0.0,1.0,0.0
5836,abd pain/n/v x2weeks,1,1.0,0.0,1.0,0.0
5837,left tib fx,1,1.0,0.0,1.0,0.0
5838,bil leg edema,1,1.0,0.0,1.0,0.0
5839,fall & confused,1,1.0,0.0,1.0,0.0
5840,falling x3,1,1.0,0.0,1.0,0.0
5841,black stool s/p ercp,1,1.0,0.0,1.0,0.0
5842,forehead wound,1,1.0,0.0,1.0,0.0
5843,wound dehissence ,1,1.0,0.0,1.0,0.0
5844,vp shunt,1,1.0,0.0,1.0,0.0
5845,htn ,1,1.0,0.0,1.0,0.0
5846,defibrillator  fired,1,1.0,0.0,1.0,0.0
5847,fall/head lac,1,1.0,0.0,1.0,0.0
5848,loss of muscle control to extremities,1,1.0,0.0,1.0,0.0
5849,ischemic bowl,1,1.0,0.0,1.0,0.0
5850,sdh/transfer,1,1.0,0.0,1.0,0.0
5851,feel sick all over,1,1.0,0.0,1.0,0.0
5852,s/p 30 ft fall,1,1.0,0.0,1.0,0.0
5853,inguinal hernia,1,1.0,0.0,1.0,0.0
5854,abnormal labs-creatinine,1,1.0,0.0,1.0,0.0
5855,foot paresthesia,1,1.0,0.0,1.0,0.0
5856,lue weakness ,1,1.0,0.0,1.0,0.0
5857,l leg pain/ulcer,1,1.0,0.0,1.0,0.0
5858,no output from ileostomy,1,1.0,0.0,1.0,0.0
5859,low low hct,1,1.0,0.0,1.0,0.0
5860,penetrating neck wound,1,1.0,0.0,1.0,0.0
5861,post op hip wound dehiscence,1,1.0,0.0,1.0,0.0
5862,stab wound neck,1,1.0,0.0,1.0,0.0
5863,scooter acc,1,1.0,0.0,1.0,0.0
5864,incr4eased drainage from wound,1,1.0,0.0,1.0,0.0
5865,"fever ,hypergycemia",1,1.0,0.0,1.0,0.0
5866,chills/diarrhea,1,1.0,0.0,1.0,0.0
5867,hemorrhage stroke,1,1.0,0.0,1.0,0.0
5868,pelvic,1,1.0,0.0,1.0,0.0
5869,right lower extremity edema,1,1.0,0.0,1.0,0.0
5870,uti/needs picc,1,1.0,0.0,1.0,0.0
5871,ect tx,1,1.0,0.0,1.0,0.0
5872,s/p assault right eye floaters,1,1.0,0.0,1.0,0.0
5873,rapid heart beat,1,1.0,0.0,1.0,0.0
5874,chest pain/pna,1,1.0,0.0,1.0,0.0
5875,decub ulcers,1,1.0,0.0,1.0,0.0
5876,septic arthritis l knee,1,1.0,0.0,1.0,0.0
5877,s/p fall c spine injury,1,1.0,0.0,1.0,0.0
5878,hct 20.8 here for transfusion,1,1.0,0.0,1.0,0.0
5879,state ped struck,1,0.0,1.0,0.0,1.0
5880,?sync vs sz,1,1.0,0.0,1.0,0.0
5881,iv placement/uti,1,1.0,0.0,1.0,0.0
5882,hct 22,1,1.0,0.0,1.0,0.0
5883,needs suprapubic cath,1,1.0,0.0,1.0,0.0
5884,trach obstruction,1,1.0,0.0,1.0,0.0
5885,l arm pain/swelling,1,1.0,0.0,1.0,0.0
5886,feeding tube abcess,1,1.0,0.0,1.0,0.0
5887,psych admission,1,1.0,0.0,1.0,0.0
5888,expanding subdural hematoma,1,1.0,0.0,1.0,0.0
5889,?confusion,1,1.0,0.0,1.0,0.0
5890,abd pain/dehydrated,1,1.0,0.0,1.0,0.0
5891,scalp infection,1,1.0,0.0,1.0,0.0
5892,worsening infection,1,1.0,0.0,1.0,0.0
5893,pacemaker firing,1,1.0,0.0,1.0,0.0
5894,dysuria feet red,1,1.0,0.0,1.0,0.0
5895,rt. hip pain,1,1.0,0.0,1.0,0.0
5896,urostomy tube replacement,1,1.0,0.0,1.0,0.0
5897,needs neuro admit,1,1.0,0.0,1.0,0.0
5898,rib fx w/ ptx,1,1.0,0.0,1.0,0.0
5899,weakness and tremors,1,1.0,0.0,1.0,0.0
5900,sweating/cramping ,1,1.0,0.0,1.0,0.0
5901,"hypotension,dizzy",1,1.0,0.0,1.0,0.0
5902,fall/r hip pain,1,1.0,0.0,1.0,0.0
5903,desaturation/ apneic,1,1.0,0.0,1.0,0.0
5904,confusion - resolved,1,1.0,0.0,1.0,0.0
5905,"abd pain,lower back ,posterior head pain",1,1.0,0.0,1.0,0.0
5906,"hypotensive,aggitated",1,1.0,0.0,1.0,0.0
5907,h/a dizziness,1,1.0,0.0,1.0,0.0
5908,etoh wd,1,1.0,0.0,1.0,0.0
5909,dyspnea/bradycardia,1,1.0,0.0,1.0,0.0
5910,cp + trop,1,1.0,0.0,1.0,0.0
5911,?abdominal infection,1,1.0,0.0,1.0,0.0
5912,episode of confusion,1,1.0,0.0,1.0,0.0
5913,abd pain pregnant,1,1.0,0.0,1.0,0.0
5914,vomiting s/p chemo,1,1.0,0.0,1.0,0.0
5915,vomiting/fever post op,1,1.0,0.0,1.0,0.0
5916,bleeding wound,1,1.0,0.0,1.0,0.0
5917,left sided facial numbness resolved,1,1.0,0.0,1.0,0.0
5918,r/o abd abcess,1,1.0,0.0,1.0,0.0
5919,s/p syncopal event,1,1.0,0.0,1.0,0.0
5920,intracranial hemorrhage- transfer,1,1.0,0.0,1.0,0.0
5921,cr 2.2,1,1.0,0.0,1.0,0.0
5922,eu critical/s/p mvc,1,1.0,0.0,1.0,0.0
5923,n/v s/p kidney transplant,1,1.0,0.0,1.0,0.0
5924,"acities,sob,pain",1,1.0,0.0,1.0,0.0
5925,myeloma,1,1.0,0.0,1.0,0.0
5926,l sided facial droop,1,1.0,0.0,1.0,0.0
5927,septic hip,1,1.0,0.0,1.0,0.0
5928,shallow dive,1,1.0,0.0,1.0,0.0
5929,l ear eval/transfer,1,1.0,0.0,1.0,0.0
5930,lost insulin,1,1.0,0.0,1.0,0.0
5931,per chole tube eval,1,1.0,0.0,1.0,0.0
5932,sob/back pain ,1,1.0,0.0,1.0,0.0
5933,weakness and pain,1,1.0,0.0,1.0,0.0
5934,"abd pain,syncope",1,1.0,0.0,1.0,0.0
5935,tx fall,1,1.0,0.0,1.0,0.0
5936,le  swelling,1,1.0,0.0,1.0,0.0
5937,necrotic areas lips,1,1.0,0.0,1.0,0.0
5938,3 days chest pain,1,1.0,0.0,1.0,0.0
5939,resolved epistaxis and rue weakness resolved,1,1.0,0.0,1.0,0.0
5940,"afib,tachy",1,1.0,0.0,1.0,0.0
5941,need ercp,1,1.0,0.0,1.0,0.0
5942,bleeding post ablation,1,1.0,0.0,1.0,0.0
5943,lethargy/abd distension,1,1.0,0.0,1.0,0.0
5944,head injury/sz,1,1.0,0.0,1.0,0.0
5945,hypotensive/tachycardia,1,1.0,0.0,1.0,0.0
5946,s/p aortic dissection,1,1.0,0.0,1.0,0.0
5947,r eye droop,1,1.0,0.0,1.0,0.0
5948,dizzy/diarrhea,1,1.0,0.0,1.0,0.0
5949,numb left hand,1,1.0,0.0,1.0,0.0
5950,fever/myalgias,1,1.0,0.0,1.0,0.0
5951,crack use/psych,1,1.0,0.0,1.0,0.0
5952,throat pain/syncope,1,1.0,0.0,1.0,0.0
5953,diplobia right eye,1,1.0,0.0,1.0,0.0
5954,swollen/red face,1,1.0,0.0,1.0,0.0
5955,r humerous fx,1,1.0,0.0,1.0,0.0
5956,vaginal bleed vs rectal bleeding,1,1.0,0.0,1.0,0.0
5957,dialysis cath cut,1,1.0,0.0,1.0,0.0
5958,vomiting/left hip infection,1,1.0,0.0,1.0,0.0
5959,presyncope/syncope,1,1.0,0.0,1.0,0.0
5960,foreign body in throat,1,1.0,0.0,1.0,0.0
5961,si/auditory hallucinations,1,1.0,0.0,1.0,0.0
5962,abdominal mass/ agitation,1,1.0,0.0,1.0,0.0
5963,ha/joint pain,1,1.0,0.0,1.0,0.0
5964,surgical incision pain,1,1.0,0.0,1.0,0.0
5965,burn to arm,1,0.0,1.0,0.0,1.0
5966,left buttock pain,1,1.0,0.0,1.0,0.0
5967,sob/abnormal lab,1,1.0,0.0,1.0,0.0
5968,chest tightness/dyspnea,1,1.0,0.0,1.0,0.0
5969,sdh c7 fx,1,1.0,0.0,1.0,0.0
5970,headache s/p lp,1,1.0,0.0,1.0,0.0
5971,swelling at iv site,1,1.0,0.0,1.0,0.0
5972,port dislodged,1,1.0,0.0,1.0,0.0
5973,bilat subdurals,1,1.0,0.0,1.0,0.0
5974,fall head  lac,1,1.0,0.0,1.0,0.0
5975,s.i. with a plan,1,1.0,0.0,1.0,0.0
5976,rbbb,1,1.0,0.0,1.0,0.0
5977,myelopathy,1,1.0,0.0,1.0,0.0
5978,nausea s/p sinus surgery,1,1.0,0.0,1.0,0.0
5979,cherst pains,1,1.0,0.0,1.0,0.0
5980,left arm heaviness resolved,1,1.0,0.0,1.0,0.0
5981,htn/ha,1,1.0,0.0,1.0,0.0
5982,melana/abd discomfort,1,1.0,0.0,1.0,0.0
5983,high tsh,1,1.0,0.0,1.0,0.0
5984,speech diff/numbness,1,1.0,0.0,1.0,0.0
5985,colonic mass,1,1.0,0.0,1.0,0.0
5986,l thumb redness,1,1.0,0.0,1.0,0.0
5987,swelling right ankle,1,1.0,0.0,1.0,0.0
5988,substance ingestion,1,1.0,0.0,1.0,0.0
5989,ms change x1wk,1,1.0,0.0,1.0,0.0
5990,word finding diffuculty.,1,1.0,0.0,1.0,0.0
5991,l sided focal sz,1,1.0,0.0,1.0,0.0
5992,left side of body numbness,1,1.0,0.0,1.0,0.0
5993,transfer - pna,1,1.0,0.0,1.0,0.0
5994,gi bleed s/p arrest,1,1.0,0.0,1.0,0.0
5995,bilateral vision changes,1,1.0,0.0,1.0,0.0
5996,sinus infection'/chest congestion,1,1.0,0.0,1.0,0.0
5997,wound dehisence,1,1.0,0.0,1.0,0.0
5998,nerve palsey,1,1.0,0.0,1.0,0.0
5999,blood clot right thigh/groin,1,1.0,0.0,1.0,0.0
6000,siatica,1,1.0,0.0,1.0,0.0
6001,g tube replace,1,1.0,0.0,1.0,0.0
6002,altered mental status found down,1,1.0,0.0,1.0,0.0
6003,depression - si,1,1.0,0.0,1.0,0.0
6004,?allergic rxn,1,1.0,0.0,1.0,0.0
6005,lightheaded/sob,1,1.0,0.0,1.0,0.0
6006,chronic renal failure,1,1.0,0.0,1.0,0.0
6007,si  hyperglycemia,1,1.0,0.0,1.0,0.0
6008,r/o cellulitis ,1,1.0,0.0,1.0,0.0
6009,jaw swelling + st,1,1.0,0.0,1.0,0.0
6010,? pancreatitis,1,1.0,0.0,1.0,0.0
6011,st/sob,1,1.0,0.0,1.0,0.0
6012,wbc 44-transfer,1,1.0,0.0,1.0,0.0
6013,fx. scapula,1,1.0,0.0,1.0,0.0
6014,s/p fall right and left groin pain,1,1.0,0.0,1.0,0.0
6015,transfer ___s,1,1.0,0.0,1.0,0.0
6016,lethargic/weakness,1,1.0,0.0,1.0,0.0
6017,abdominal pain/ha,1,1.0,0.0,1.0,0.0
6018,throat sores,1,1.0,0.0,1.0,0.0
6019,abscess right arm,1,1.0,0.0,1.0,0.0
6020,urinary tract infection,1,1.0,0.0,1.0,0.0
6021,cp/sob/dizziness,1,1.0,0.0,1.0,0.0
6022,hyponatremia/ s/p paracentesis,1,1.0,0.0,1.0,0.0
6023,? hemoptysis/abd distension,1,1.0,0.0,1.0,0.0
6024,falls/pneumothorax,1,1.0,0.0,1.0,0.0
6025,right lower extremity redness,1,1.0,0.0,1.0,0.0
6026,gastroparesis/chest pain,1,1.0,0.0,1.0,0.0
6027,chills ulcerated left toe,1,1.0,0.0,1.0,0.0
6028,s/p fall from roof,1,1.0,0.0,1.0,0.0
6029,left facial droop/left arm and leg weakness,1,1.0,0.0,1.0,0.0
6030,hematemis,1,1.0,0.0,1.0,0.0
6031,right foot wound eval,1,1.0,0.0,1.0,0.0
6032,cellulitis right hand,1,1.0,0.0,1.0,0.0
6033,acute neck pain,1,1.0,0.0,1.0,0.0
6034,"fever,palpitations",1,1.0,0.0,1.0,0.0
6035,pain everywhere,1,1.0,0.0,1.0,0.0
6036,hip dng,1,1.0,0.0,1.0,0.0
6037,right elbow cellulitis,1,1.0,0.0,1.0,0.0
6038,bil foot swelling,1,1.0,0.0,1.0,0.0
6039,right facial weakness,1,1.0,0.0,1.0,0.0
6040,status eplipticus,1,1.0,0.0,1.0,0.0
6041,l ankle deformity,1,1.0,0.0,1.0,0.0
6042,rms obstruction,1,1.0,0.0,1.0,0.0
6043,blocked nephrostomy tube,1,1.0,0.0,1.0,0.0
6044,n/v leg  apian,1,1.0,0.0,1.0,0.0
6045,h/a and chest congestion,1,1.0,0.0,1.0,0.0
6046,abd pain/lower back pain with n/v,1,1.0,0.0,1.0,0.0
6047,chest injury,1,1.0,0.0,1.0,0.0
6048,left hand tingling,1,1.0,0.0,1.0,0.0
6049,bicycle vs pedestrian,1,1.0,0.0,1.0,0.0
6050,right boxer fx,1,1.0,0.0,1.0,0.0
6051,pneumonia /abd pain,1,1.0,0.0,1.0,0.0
6052,fluid around lungs,1,1.0,0.0,1.0,0.0
6053,sob and pna,1,1.0,0.0,1.0,0.0
6054,green sputum,1,1.0,0.0,1.0,0.0
6055,dyspnea/s/p fall,1,1.0,0.0,1.0,0.0
6056,new acites,1,1.0,0.0,1.0,0.0
6057,fever wound eval,1,1.0,0.0,1.0,0.0
6058,l arm/leg numbness,1,1.0,0.0,1.0,0.0
6059,hematuria x 3 days,1,1.0,0.0,1.0,0.0
6060,left leg pain/lac,1,1.0,0.0,1.0,0.0
6061,c-6-7 fx s/p fall,1,1.0,0.0,1.0,0.0
6062,lower abdominal pain vag spotting,1,1.0,0.0,1.0,0.0
6063,crush injury right hand,1,1.0,0.0,1.0,0.0
6064,"h/a fever ,diarrhea ,sob",1,1.0,0.0,1.0,0.0
6065,nausea  diarrhea s/p whipple,1,1.0,0.0,1.0,0.0
6066,leg pain/weakness,1,1.0,0.0,1.0,0.0
6067,temporal hemorrhage,1,1.0,0.0,1.0,0.0
6068,eval of drain,1,1.0,0.0,1.0,0.0
6069,numbness and weakness,1,1.0,0.0,1.0,0.0
6070,sob x3 d,1,1.0,0.0,1.0,0.0
6071,axillary abscess/cellulitis,1,1.0,0.0,1.0,0.0
6072,sdh s/p fall,1,1.0,0.0,1.0,0.0
6073,vascular  transfer,1,1.0,0.0,1.0,0.0
6074,hypoxia; chest pain,1,1.0,0.0,1.0,0.0
6075,fever /post op,1,1.0,0.0,1.0,0.0
6076,posterior head laceration,1,1.0,0.0,1.0,0.0
