,complaint,total,home_count,admit_count,home_pp,admit_pp
15104,fever myalgia,1,1.0,0.0,1.0,0.0
15105,enable to ambulate,1,1.0,0.0,1.0,0.0
15106,right shoulder inj,1,1.0,0.0,1.0,0.0
15107,poison ___ near eye,1,1.0,0.0,1.0,0.0
15109,right eye draining,1,1.0,0.0,1.0,0.0
15110,r neck nodule,1,1.0,0.0,1.0,0.0
15111,s/pm dog bite,1,1.0,0.0,1.0,0.0
15112,cp x 2 years,1,1.0,0.0,1.0,0.0
15115,took the wrong medicine,1,1.0,0.0,1.0,0.0
15117,right ankle edema,1,1.0,0.0,1.0,0.0
15118,field of vision disturbance,1,1.0,0.0,1.0,0.0
15119,foreign body left knee,1,1.0,0.0,1.0,0.0
15121,"?od,hypotension",1,1.0,0.0,1.0,0.0
15122,swellings on skin,1,1.0,0.0,1.0,0.0
15124,suspected intoxicated,1,1.0,0.0,1.0,0.0
15125,request for pep,1,1.0,0.0,1.0,0.0
15126,head fullness,1,1.0,0.0,1.0,0.0
15127,abd  pain  nausea,1,1.0,0.0,1.0,0.0
15134,colitis flare ,1,1.0,0.0,1.0,0.0
15135,l arm and face numbness,1,1.0,0.0,1.0,0.0
15137,palps/anxiety,1,1.0,0.0,1.0,0.0
15141,left scaphoid fx ,1,1.0,0.0,1.0,0.0
15142,foreign body in right ear,1,1.0,0.0,1.0,0.0
15143,left body parasthesias,1,1.0,0.0,1.0,0.0
15145,hert racing,1,1.0,0.0,1.0,0.0
15146,right nipple infection,1,1.0,0.0,1.0,0.0
15147,l flank/llq pain,1,1.0,0.0,1.0,0.0
15148,r heel wound,1,1.0,0.0,1.0,0.0
15149,left head injury left shoulder pain,1,1.0,0.0,1.0,0.0
15151,abcess/catheter eval,1,1.0,0.0,1.0,0.0
15153,"back pain,sob",1,1.0,0.0,1.0,0.0
15154,dislodged biliary catheter,1,1.0,0.0,1.0,0.0
15155,thumb forearm numbness,1,1.0,0.0,1.0,0.0
15156,shortness of breath/anxiety,1,1.0,0.0,1.0,0.0
15159,r/o kidney  stone,1,1.0,0.0,1.0,0.0
15161,abnormal calcium,1,1.0,0.0,1.0,0.0
15164,lethargy/diarrhea,1,1.0,0.0,1.0,0.0
15165,r flank rlq pain,1,1.0,0.0,1.0,0.0
15167,left arm burn,1,1.0,0.0,1.0,0.0
15170,lbp/bilat arm pain,1,1.0,0.0,1.0,0.0
15172,right ear blockage,1,1.0,0.0,1.0,0.0
15175,left cheek abscess,1,1.0,0.0,1.0,0.0
15176,l toe  injury,1,1.0,0.0,1.0,0.0
15177,swelling to left eyelid,1,1.0,0.0,1.0,0.0
15178,pain right ankle,1,1.0,0.0,1.0,0.0
15179,toe nail pain,1,1.0,0.0,1.0,0.0
15180,mri transfer,1,1.0,0.0,1.0,0.0
15181,jp drain clogged,1,1.0,0.0,1.0,0.0
15183,"""i feel exhausted""",1,1.0,0.0,1.0,0.0
15185,13 weeks pregnant - vomiting and abd pain,1,1.0,0.0,1.0,0.0
15186,+hi,1,1.0,0.0,1.0,0.0
15187,right first digit laceration,1,1.0,0.0,1.0,0.0
15189,f.b. in throat,1,1.0,0.0,1.0,0.0
15190,hypetensive/ha,1,1.0,0.0,1.0,0.0
15191,costochondritis-requesting work note,1,1.0,0.0,1.0,0.0
15192,visual disturbance in left eye,1,1.0,0.0,1.0,0.0
15193,broken tooth/mouth pain,1,1.0,0.0,1.0,0.0
15194,feeling unsteady gait,1,1.0,0.0,1.0,0.0
15197,request script,1,1.0,0.0,1.0,0.0
15198,l lower back,1,1.0,0.0,1.0,0.0
15199,ear and throat pain,1,1.0,0.0,1.0,0.0
15200,fever and chills and sore throat,1,1.0,0.0,1.0,0.0
15203,lower abdominal/back and leg pain,1,1.0,0.0,1.0,0.0
15205,s/p accident,1,1.0,0.0,1.0,0.0
15208,mechanical fall/head strike,1,1.0,0.0,1.0,0.0
15209,tonsillar swelling,1,1.0,0.0,1.0,0.0
15210,allergic rx/sob,1,1.0,0.0,1.0,0.0
15211,medrefill,1,1.0,0.0,1.0,0.0
15212,rectal itching,1,1.0,0.0,1.0,0.0
15213,visual loss left eye,1,1.0,0.0,1.0,0.0
15214,left rib,1,1.0,0.0,1.0,0.0
15215,l heel lac,1,1.0,0.0,1.0,0.0
15217,"vag bleeding,?preg",1,1.0,0.0,1.0,0.0
15219,mouth/jaw pain,1,1.0,0.0,1.0,0.0
15220,r knee numbness,1,1.0,0.0,1.0,0.0
15221,med error @ home,1,1.0,0.0,1.0,0.0
15224,mci no c/o,1,1.0,0.0,1.0,0.0
15228,foot injury ,1,1.0,0.0,1.0,0.0
15229,self inflicted rue lac,1,1.0,0.0,1.0,0.0
15230,bleeding mole,1,1.0,0.0,1.0,0.0
15232,spasm pain at urniary cath site,1,1.0,0.0,1.0,0.0
15235,l foot swelling/pain,1,1.0,0.0,1.0,0.0
15236,red bump on back,1,1.0,0.0,1.0,0.0
15237,lle pain and redness ,1,1.0,0.0,1.0,0.0
15240,slow hr,1,1.0,0.0,1.0,0.0
15241,?swollen gland,1,1.0,0.0,1.0,0.0
15242,subjunctival hematoma,1,1.0,0.0,1.0,0.0
15244,abcess l axilla and lle,1,1.0,0.0,1.0,0.0
15246,urinary retension,1,1.0,0.0,1.0,0.0
15249,"dyspnea,cough",1,1.0,0.0,1.0,0.0
15250,left 3rd digit cut,1,1.0,0.0,1.0,0.0
15251,poison ___ on hands,1,1.0,0.0,1.0,0.0
15252,abscess right groin,1,1.0,0.0,1.0,0.0
15253,left ear pounding,1,1.0,0.0,1.0,0.0
15258,s/p palpatations,1,1.0,0.0,1.0,0.0
15261,numbness r arm,1,1.0,0.0,1.0,0.0
15266,rad buttock pain,1,1.0,0.0,1.0,0.0
15267,"sob,nausea s/p exposure",1,1.0,0.0,1.0,0.0
15268,cp/lightheaded,1,1.0,0.0,1.0,0.0
15270,neck lump,1,1.0,0.0,1.0,0.0
15271,urinary cath problem,1,1.0,0.0,1.0,0.0
15272,bilat eye crusting/redness,1,1.0,0.0,1.0,0.0
15275,abdomin pain,1,1.0,0.0,1.0,0.0
15278,lower back pain / lle pain,1,1.0,0.0,1.0,0.0
15280,etoh/eval,1,1.0,0.0,1.0,0.0
15281,r knee ,1,1.0,0.0,1.0,0.0
15282,left hand finger amps,1,1.0,0.0,1.0,0.0
15283,lower abd pain/pregnant,1,1.0,0.0,1.0,0.0
15284,skull #,1,1.0,0.0,1.0,0.0
15287,s/p fall + loc,1,1.0,0.0,1.0,0.0
15290,back pain l arm pain,1,1.0,0.0,1.0,0.0
15291,diff amb,1,1.0,0.0,1.0,0.0
15293,mid lumbar pain,1,1.0,0.0,1.0,0.0
15297,righ ear blockage,1,1.0,0.0,1.0,0.0
15303,r arm dvt/pain,1,1.0,0.0,1.0,0.0
15304,tooth/ear pain,1,1.0,0.0,1.0,0.0
15306,left scrotal swelling,1,1.0,0.0,1.0,0.0
15307,ras,1,1.0,0.0,1.0,0.0
15308,tunneled catheter dislodged,1,1.0,0.0,1.0,0.0
15309,bilat eye drainage,1,1.0,0.0,1.0,0.0
15310,elevated   d  dimer,1,1.0,0.0,1.0,0.0
15311,walking in traffic,1,1.0,0.0,1.0,0.0
15312,lightheaded and swollen arm,1,1.0,0.0,1.0,0.0
15313,b/l axilla swelling,1,1.0,0.0,1.0,0.0
15315,r fib fx,1,1.0,0.0,1.0,0.0
15316,"dizzy,white stool",1,1.0,0.0,1.0,0.0
15317,perineal,1,1.0,0.0,1.0,0.0
15320,g/j tube replacment,1,1.0,0.0,1.0,0.0
15322,forehead laceration s/p mvc,1,1.0,0.0,1.0,0.0
15323,r shouler deformity,1,1.0,0.0,1.0,0.0
15325,vaginal/rectal pain,1,1.0,0.0,1.0,0.0
15326,vomiting x 1,1,1.0,0.0,1.0,0.0
15327,r shoulder injury s/p fall,1,1.0,0.0,1.0,0.0
15329,blood to l eye,1,1.0,0.0,1.0,0.0
15332,l flank   pain,1,1.0,0.0,1.0,0.0
15335,bilat finger tingling,1,1.0,0.0,1.0,0.0
15336,lacs to hands,1,1.0,0.0,1.0,0.0
15337,itchy rash/bug bites,1,1.0,0.0,1.0,0.0
15338,rolled l ankle/fall,1,1.0,0.0,1.0,0.0
15339,r foot tingling/numbness,1,1.0,0.0,1.0,0.0
15340,h/a x 3 weeks,1,1.0,0.0,1.0,0.0
15341,etoh = vomiting,1,1.0,0.0,1.0,0.0
15342,right axillary abcess,1,1.0,0.0,1.0,0.0
15344,? sz ,1,1.0,0.0,1.0,0.0
15345,insect bites,1,1.0,0.0,1.0,0.0
15349,mixed up meds,1,1.0,0.0,1.0,0.0
15350,hairline cyst infection,1,1.0,0.0,1.0,0.0
15352,glass in foot,1,1.0,0.0,1.0,0.0
15353,h/a st /stuffy nose ,1,1.0,0.0,1.0,0.0
15354,bilat knee pain and back pain,1,1.0,0.0,1.0,0.0
15355,epigasric pain,1,1.0,0.0,1.0,0.0
15356,? torn bicep,1,1.0,0.0,1.0,0.0
15357,right eye,1,1.0,0.0,1.0,0.0
15360,left upper abdominal pain,1,1.0,0.0,1.0,0.0
15361,l lbp/r elbow pain,1,1.0,0.0,1.0,0.0
15363,back injury s/p fall,1,1.0,0.0,1.0,0.0
15365,growth on l nares,1,1.0,0.0,1.0,0.0
15366,too tired to breathe,1,1.0,0.0,1.0,0.0
15368,supa pubic tube dislodged,1,1.0,0.0,1.0,0.0
15370,"""not feeling well""",1,1.0,0.0,1.0,0.0
15373,spinal tingling,1,1.0,0.0,1.0,0.0
15374,abd pain s/p ivf,1,1.0,0.0,1.0,0.0
15378,blood in semen,1,1.0,0.0,1.0,0.0
15380,"cough,head congestion",1,1.0,0.0,1.0,0.0
15381,?puncture wound,1,1.0,0.0,1.0,0.0
15382,abnormal thoughts,1,1.0,0.0,1.0,0.0
15386,h/a after orgasm,1,1.0,0.0,1.0,0.0
15388,s/p  fall  bil leg   pain,1,1.0,0.0,1.0,0.0
15389,sickle cell pain crisis,1,1.0,0.0,1.0,0.0
15391,picc line occluded,1,1.0,0.0,1.0,0.0
15392,vaginal spotting early pregnancy,1,1.0,0.0,1.0,0.0
15395,"""restless legs""",1,1.0,0.0,1.0,0.0
15396,preg llq pain,1,1.0,0.0,1.0,0.0
15398,chainsaw,1,1.0,0.0,1.0,0.0
15403,abscess?,1,1.0,0.0,1.0,0.0
15405,left eye laceration,1,1.0,0.0,1.0,0.0
15407,foriegn body right foot,1,1.0,0.0,1.0,0.0
15408,uti/cough,1,1.0,0.0,1.0,0.0
15410,hand pain/swelling w/ bp check,1,1.0,0.0,1.0,0.0
15414,"requesting ""___""",1,1.0,0.0,1.0,0.0
15415,suprapubic tube problem,1,1.0,0.0,1.0,0.0
15416,eyes  injected,1,1.0,0.0,1.0,0.0
15421,head lac after fall,1,1.0,0.0,1.0,0.0
15430,r forearm numbness,1,1.0,0.0,1.0,0.0
15431,abscess packing fell out,1,1.0,0.0,1.0,0.0
15434,lump on neck ,1,1.0,0.0,1.0,0.0
15435,bag bleed,1,1.0,0.0,1.0,0.0
15437,blood in l ear,1,1.0,0.0,1.0,0.0
15438,with bullseye rash,1,1.0,0.0,1.0,0.0
15439,? dental abcess,1,1.0,0.0,1.0,0.0
15440,? r wrist fracture after fall from chair,1,1.0,0.0,1.0,0.0
15441,itchy hands,1,1.0,0.0,1.0,0.0
15444,found down ? sz,1,1.0,0.0,1.0,0.0
15446,rt. abdo pain,1,1.0,0.0,1.0,0.0
15447,h/a c/p ili,1,1.0,0.0,1.0,0.0
15449,pelvic pain s/p chemo,1,1.0,0.0,1.0,0.0
15452,lump to under arm,1,1.0,0.0,1.0,0.0
15453,? parasites,1,1.0,0.0,1.0,0.0
15454,r hand rash,1,1.0,0.0,1.0,0.0
15455,enlarged uvula,1,1.0,0.0,1.0,0.0
15458,hemmorhoid bleeding,1,1.0,0.0,1.0,0.0
15462,left eye dialation,1,1.0,0.0,1.0,0.0
15466,lac to r arm,1,1.0,0.0,1.0,0.0
15468,possible airway obstruction,1,1.0,0.0,1.0,0.0
15469,cough/wheeze,1,1.0,0.0,1.0,0.0
15470,ha x 1 month,1,1.0,0.0,1.0,0.0
15471,night terrors,1,1.0,0.0,1.0,0.0
15476,cp x4 days ,1,1.0,0.0,1.0,0.0
15478,rabies immunization,1,1.0,0.0,1.0,0.0
15480,fall /rib pain/hip pain,1,1.0,0.0,1.0,0.0
15481,alergic reaction,1,1.0,0.0,1.0,0.0
15483,c spine fx's,1,1.0,0.0,1.0,0.0
15485,afib ,1,1.0,0.0,1.0,0.0
15486,"mvc,chest pain",1,1.0,0.0,1.0,0.0
15489,possible allergy,1,1.0,0.0,1.0,0.0
15490,room spinning ,1,1.0,0.0,1.0,0.0
15492,? tapeworm,1,1.0,0.0,1.0,0.0
15494,hand/arm pain,1,1.0,0.0,1.0,0.0
15495,finger trauma,1,1.0,0.0,1.0,0.0
15496,nasal congestion/cough,1,1.0,0.0,1.0,0.0
15497,c/o back and r shoulder pain,1,1.0,0.0,1.0,0.0
15498,blurry vision l eye,1,1.0,0.0,1.0,0.0
15499,l hand  numbness/fingers,1,1.0,0.0,1.0,0.0
15501,fx'd jaw,1,1.0,0.0,1.0,0.0
15502,b facial numbness,1,1.0,0.0,1.0,0.0
15506,medication od,1,1.0,0.0,1.0,0.0
15508,rxn to feraheme,1,1.0,0.0,1.0,0.0
15509,l buttock abscess,1,1.0,0.0,1.0,0.0
15510,cough with pain ,1,1.0,0.0,1.0,0.0
15511,lightheaded/clot,1,1.0,0.0,1.0,0.0
15512,infection r hand,1,1.0,0.0,1.0,0.0
15514,cp/numbness,1,1.0,0.0,1.0,0.0
15516,b thumb pain,1,1.0,0.0,1.0,0.0
15519,left bicep lac,1,1.0,0.0,1.0,0.0
15520,difficult urinating,1,1.0,0.0,1.0,0.0
15522,needs factor 8,1,1.0,0.0,1.0,0.0
15525,zygomatic fx,1,1.0,0.0,1.0,0.0
15527,rectal problem,1,1.0,0.0,1.0,0.0
15528,anxiety and palpitations,1,1.0,0.0,1.0,0.0
15529,headache s/p head injury,1,1.0,0.0,1.0,0.0
15530,pain & tingling,1,1.0,0.0,1.0,0.0
15531,requesting dual diagnosis,1,1.0,0.0,1.0,0.0
15532,atraumatic r hand ecchymosis,1,1.0,0.0,1.0,0.0
15534,mid/ lbp,1,1.0,0.0,1.0,0.0
15538,"vag bleeding,preg",1,1.0,0.0,1.0,0.0
15539,h/a change ms,1,1.0,0.0,1.0,0.0
15540,right calf tenderness,1,1.0,0.0,1.0,0.0
15541,h/a post spinal tap,1,1.0,0.0,1.0,0.0
15543,cough x 1 month,1,1.0,0.0,1.0,0.0
15544,ulcerated area l side,1,1.0,0.0,1.0,0.0
15547,rue injury/req eval,1,1.0,0.0,1.0,0.0
15549,uti?,1,1.0,0.0,1.0,0.0
15550,uri and abd pain,1,1.0,0.0,1.0,0.0
15551,low back pain and left leg numbness,1,1.0,0.0,1.0,0.0
15552,dehydration/hypokalemia,1,1.0,0.0,1.0,0.0
15553,sore throat/sore tongue,1,1.0,0.0,1.0,0.0
15555,s/p tonsillectomy bleeding,1,1.0,0.0,1.0,0.0
15556,r/o arachnoiditis,1,1.0,0.0,1.0,0.0
15557,shuffling gait,1,1.0,0.0,1.0,0.0
15558,mult complaints s/p mvc,1,1.0,0.0,1.0,0.0
15561,s/p fall thru the ice,1,1.0,0.0,1.0,0.0
15563,bilateral foot and knee pain,1,1.0,0.0,1.0,0.0
15565,lip lac s/p fall,1,1.0,0.0,1.0,0.0
15567,l side jaw/tooth pain,1,1.0,0.0,1.0,0.0
15568,r neck distention,1,1.0,0.0,1.0,0.0
15570,nausea/preg,1,1.0,0.0,1.0,0.0
15573,laceration to face,1,1.0,0.0,1.0,0.0
15574,vag bleeding/abd cramps,1,1.0,0.0,1.0,0.0
15575,fall  r  arm  pain,1,1.0,0.0,1.0,0.0
15578,arm pain (lt),1,1.0,0.0,1.0,0.0
15579,kidney stone/pregnant 12 weeks,1,1.0,0.0,1.0,0.0
15580,groin abscess/neck lump,1,1.0,0.0,1.0,0.0
15581,itchy back,1,1.0,0.0,1.0,0.0
15585,alt ms x 2 days,1,1.0,0.0,1.0,0.0
15586,r leg spasms,1,1.0,0.0,1.0,0.0
15587,r axilla abscess,1,1.0,0.0,1.0,0.0
15589,hypoglycemic/mvc,1,1.0,0.0,1.0,0.0
15590,l  chest  cyst,1,1.0,0.0,1.0,0.0
15591,lab,1,1.0,0.0,1.0,0.0
15592,marijuana,1,1.0,0.0,1.0,0.0
15593,sub,1,1.0,0.0,1.0,0.0
15594,pins and needles bil hands/feet,1,1.0,0.0,1.0,0.0
15596,"""body aches""",1,1.0,0.0,1.0,0.0
15597,allergic rxn/ eval of ?  hip abscess,1,1.0,0.0,1.0,0.0
15598,diarrhea/ hypotensive,1,1.0,0.0,1.0,0.0
15601,numbness r hamstring,1,1.0,0.0,1.0,0.0
15602,___- nausea/ leg cramps,1,1.0,0.0,1.0,0.0
15603,___-___ fx,1,1.0,0.0,1.0,0.0
15604,r/o kidneystone,1,1.0,0.0,1.0,0.0
15611,medical clearance eval,1,1.0,0.0,1.0,0.0
15613,lateran anterior neck pain,1,1.0,0.0,1.0,0.0
15615,r heel injury,1,1.0,0.0,1.0,0.0
15616,left neck pain/mvc,1,1.0,0.0,1.0,0.0
15618,lower back cramping,1,1.0,0.0,1.0,0.0
15619,right 2nd finger laceration,1,1.0,0.0,1.0,0.0
15620,r abd abscess,1,1.0,0.0,1.0,0.0
15621,h/a dizzy/nausea,1,1.0,0.0,1.0,0.0
15623,neck swollen,1,1.0,0.0,1.0,0.0
15624,?recurring abscess,1,1.0,0.0,1.0,0.0
15626,n/v/ha,1,1.0,0.0,1.0,0.0
15627,arm pain  hypotension,1,1.0,0.0,1.0,0.0
15628,fb in l ac,1,1.0,0.0,1.0,0.0
15629,needs g tube replaced,1,1.0,0.0,1.0,0.0
15630,n/v-cough,1,1.0,0.0,1.0,0.0
15635,feels queasy,1,1.0,0.0,1.0,0.0
15637,l hand hematoma,1,1.0,0.0,1.0,0.0
15640,tooth cracked/pain,1,1.0,0.0,1.0,0.0
15641,bleeding toe,1,1.0,0.0,1.0,0.0
15642,abscess left chest,1,1.0,0.0,1.0,0.0
15643,ankle swelling/ left arm pain,1,1.0,0.0,1.0,0.0
15644,fb left ear,1,1.0,0.0,1.0,0.0
15645,pleuritic c/p,1,1.0,0.0,1.0,0.0
15647,headache/head injury,1,1.0,0.0,1.0,0.0
15648,burning sensation right eye,1,1.0,0.0,1.0,0.0
15650,inebriated,1,1.0,0.0,1.0,0.0
15653,l arm weakness/neck pain,1,1.0,0.0,1.0,0.0
15655,head contusion s/p fall,1,1.0,0.0,1.0,0.0
15656,mvc 32 weeks preg.,1,1.0,0.0,1.0,0.0
15657,right calf burn,1,1.0,0.0,1.0,0.0
15659,wrist injury s/p fall 20ft,1,1.0,0.0,1.0,0.0
15660,___ questions for md,1,1.0,0.0,1.0,0.0
15662,fall fx wrist,1,1.0,0.0,1.0,0.0
15663,wants re-eval pain,1,1.0,0.0,1.0,0.0
15665,etoh/abd pain/n/v,1,1.0,0.0,1.0,0.0
15666,splinter l great toe,1,1.0,0.0,1.0,0.0
15668,right forearm,1,1.0,0.0,1.0,0.0
15669,?uc flare,1,1.0,0.0,1.0,0.0
15670,post op pain/urinary retention,1,1.0,0.0,1.0,0.0
15671,lac to knee,1,1.0,0.0,1.0,0.0
15674,abd cramping/nausea,1,1.0,0.0,1.0,0.0
15675,r butt/thigh,1,1.0,0.0,1.0,0.0
15681,l facial laceration,1,1.0,0.0,1.0,0.0
15682,gunshot wound yesterday,1,1.0,0.0,1.0,0.0
15683,foley cath damage,1,1.0,0.0,1.0,0.0
15684,competency eval,1,1.0,0.0,1.0,0.0
15686,prosthesis malfunction,1,1.0,0.0,1.0,0.0
15688,fever/ha/back pain,1,1.0,0.0,1.0,0.0
15691,epigastric pain/chest pain,1,1.0,0.0,1.0,0.0
15693,intermittant left chest pressure,1,1.0,0.0,1.0,0.0
15696,s/p fall/syncope,1,1.0,0.0,1.0,0.0
15698,stabbing pains in head and neck,1,1.0,0.0,1.0,0.0
15699,hyperglcemia,1,1.0,0.0,1.0,0.0
15700,rlq abdominal,1,1.0,0.0,1.0,0.0
15701,sob. cp,1,1.0,0.0,1.0,0.0
15702,vag bleed/pain,1,1.0,0.0,1.0,0.0
15703,cyst/transfer,1,1.0,0.0,1.0,0.0
15707,incision drainage,1,1.0,0.0,1.0,0.0
15708,unablt to ambulate ,1,1.0,0.0,1.0,0.0
15711,ha / abdominal pain,1,1.0,0.0,1.0,0.0
15712,? withdrawal/suboxone,1,1.0,0.0,1.0,0.0
15713,right flank pain/n/v/d,1,1.0,0.0,1.0,0.0
15714,ha/neckpain,1,1.0,0.0,1.0,0.0
15717,c5-c6 fx,1,1.0,0.0,1.0,0.0
15719,foot sores ,1,1.0,0.0,1.0,0.0
15721,c7  fx,1,1.0,0.0,1.0,0.0
15722,vomiting feces,1,1.0,0.0,1.0,0.0
15723,right sided head pain ,1,1.0,0.0,1.0,0.0
15724,auto vs bike,1,1.0,0.0,1.0,0.0
15726,fistula replacement,1,1.0,0.0,1.0,0.0
15728,ble swelling/dysuria,1,1.0,0.0,1.0,0.0
15730,+c-diff on cx,1,1.0,0.0,1.0,0.0
15732,pain in head ,1,1.0,0.0,1.0,0.0
15735,l knee wound,1,1.0,0.0,1.0,0.0
15738,picc line removal and eval,1,1.0,0.0,1.0,0.0
15739,s/p fall w/ ruq abd pain,1,1.0,0.0,1.0,0.0
15742,painful gums,1,1.0,0.0,1.0,0.0
15743,si/lac to arm,1,1.0,0.0,1.0,0.0
15744,kidney eval,1,1.0,0.0,1.0,0.0
15745,left sided st,1,1.0,0.0,1.0,0.0
15746,vomiting /syncope,1,1.0,0.0,1.0,0.0
15748,abnl ultrasound,1,1.0,0.0,1.0,0.0
15750,c section site,1,1.0,0.0,1.0,0.0
15751,bladder spasm,1,1.0,0.0,1.0,0.0
15752,s/p hemmorhoid  removal,1,1.0,0.0,1.0,0.0
15754,r heel/foot pain,1,1.0,0.0,1.0,0.0
15755,lightheadedness/ha,1,1.0,0.0,1.0,0.0
15757,r arm and r knee pain,1,1.0,0.0,1.0,0.0
15759,syncope s/p colonoscopy,1,1.0,0.0,1.0,0.0
15760,feels shakey,1,1.0,0.0,1.0,0.0
15761,s/p fall right wrist and right hip pain,1,1.0,0.0,1.0,0.0
15762,? abcess on head,1,1.0,0.0,1.0,0.0
15763,depression/od,1,1.0,0.0,1.0,0.0
15764,?allegic rxn,1,1.0,0.0,1.0,0.0
15765,inj rle,1,1.0,0.0,1.0,0.0
15766,anxiety/reflux,1,1.0,0.0,1.0,0.0
15767,needs lp,1,1.0,0.0,1.0,0.0
15769,"vag bleed,rectal bleeding",1,1.0,0.0,1.0,0.0
15770,n/v ___ pain,1,1.0,0.0,1.0,0.0
15771,rib pain following assault,1,1.0,0.0,1.0,0.0
15773,"cough,h/a",1,1.0,0.0,1.0,0.0
15776,forehead pain and pressure,1,1.0,0.0,1.0,0.0
15782,eye injury at work,1,1.0,0.0,1.0,0.0
15785,s/p kicked by horse,1,1.0,0.0,1.0,0.0
15789,left eye redness/iritation,1,1.0,0.0,1.0,0.0
15793,back pain/ cp,1,1.0,0.0,1.0,0.0
15794,od/ anxiety,1,1.0,0.0,1.0,0.0
15795,vision changes x few months,1,1.0,0.0,1.0,0.0
15799,ibs flare,1,1.0,0.0,1.0,0.0
15800,cold sweats/abd pain,1,1.0,0.0,1.0,0.0
15801,anxiety/grieving,1,1.0,0.0,1.0,0.0
15804,bilat ear irritation,1,1.0,0.0,1.0,0.0
15805,sscp/anxiety,1,1.0,0.0,1.0,0.0
15806,+ hcg,1,1.0,0.0,1.0,0.0
15813,nausea/vomiting/fever,1,1.0,0.0,1.0,0.0
15814,violent outbursts,1,1.0,0.0,1.0,0.0
15815,r wrist burn,1,1.0,0.0,1.0,0.0
15816,migrane & palpitations,1,1.0,0.0,1.0,0.0
15818,ruq swelling/pain s/p fall,1,1.0,0.0,1.0,0.0
15819,"l calf pain,low mag",1,1.0,0.0,1.0,0.0
15820,pain post lung bx,1,1.0,0.0,1.0,0.0
15821,right arm eccymosis,1,1.0,0.0,1.0,0.0
15822,fall on l hand,1,1.0,0.0,1.0,0.0
15825,racoon eyes,1,1.0,0.0,1.0,0.0
15828,eczema flare,1,1.0,0.0,1.0,0.0
15829,? l dvt,1,1.0,0.0,1.0,0.0
15830,cough/asthma exacerbation,1,1.0,0.0,1.0,0.0
15831,ili ,1,1.0,0.0,1.0,0.0
15832,no u/o for 24 hours,1,1.0,0.0,1.0,0.0
15834,left neck pain/h/a,1,1.0,0.0,1.0,0.0
15836,tingling  ? allergic rx,1,1.0,0.0,1.0,0.0
15837,ivdu,1,1.0,0.0,1.0,0.0
15838,h/a neck  pain,1,1.0,0.0,1.0,0.0
15839,knee dislocation,1,1.0,0.0,1.0,0.0
15840,migraine   h/a,1,1.0,0.0,1.0,0.0
15841,picc line clogged,1,1.0,0.0,1.0,0.0
15842,right side cp,1,1.0,0.0,1.0,0.0
15843,? broken ribs,1,1.0,0.0,1.0,0.0
15844,forehead contusion,1,1.0,0.0,1.0,0.0
15845,?patella dislocation,1,1.0,0.0,1.0,0.0
15846,r/o  pyelo,1,1.0,0.0,1.0,0.0
15847,urinary  retention,1,1.0,0.0,1.0,0.0
15849,etoh/drug abuse,1,1.0,0.0,1.0,0.0
15852,h/a /fever,1,1.0,0.0,1.0,0.0
15854,rib injury ,1,1.0,0.0,1.0,0.0
15855,bad cold,1,1.0,0.0,1.0,0.0
15862,rabies vacc,1,1.0,0.0,1.0,0.0
15863,left arm abrasion,1,1.0,0.0,1.0,0.0
15865,left calf redness,1,1.0,0.0,1.0,0.0
15866,chest sensation,1,1.0,0.0,1.0,0.0
15870,palps/htn,1,1.0,0.0,1.0,0.0
15873,sniffles,1,1.0,0.0,1.0,0.0
15874,?ankle fx,1,1.0,0.0,1.0,0.0
15875,nephrostopmy tube eval,1,1.0,0.0,1.0,0.0
15877,scotal pain/swelling,1,1.0,0.0,1.0,0.0
15878,blocked g -tube,1,1.0,0.0,1.0,0.0
15880,right knee giving way,1,1.0,0.0,1.0,0.0
15881,urinary retention/lump on chest ,1,1.0,0.0,1.0,0.0
15886,"cp,near syncope ",1,1.0,0.0,1.0,0.0
15887,hematuria s/p litho,1,1.0,0.0,1.0,0.0
15888,for picc line replacement,1,1.0,0.0,1.0,0.0
15890,dysuira,1,1.0,0.0,1.0,0.0
15894,arm and leg tingling,1,1.0,0.0,1.0,0.0
15896,fever/achey,1,1.0,0.0,1.0,0.0
15897,eval psych,1,1.0,0.0,1.0,0.0
15899,anorexia/abd pain,1,1.0,0.0,1.0,0.0
15900,unresponsive/intoxicated,1,1.0,0.0,1.0,0.0
15901,headache/falls,1,1.0,0.0,1.0,0.0
15902,crushed finger,1,1.0,0.0,1.0,0.0
15903,h/a  l neck  pain,1,1.0,0.0,1.0,0.0
15905,urostomy bag leak,1,1.0,0.0,1.0,0.0
15907,? infection post extraction,1,1.0,0.0,1.0,0.0
15908,chest tightness/fatigue,1,1.0,0.0,1.0,0.0
15909,for re evaluation,1,1.0,0.0,1.0,0.0
15911,pain/lump r ight testicle,1,1.0,0.0,1.0,0.0
15913,depression /fever,1,1.0,0.0,1.0,0.0
15914,violent,1,1.0,0.0,1.0,0.0
15915,pain in left leg,1,1.0,0.0,1.0,0.0
15920,fatigue/htn,1,1.0,0.0,1.0,0.0
15921,wic recheck,1,1.0,0.0,1.0,0.0
15923,lft foot pain,1,1.0,0.0,1.0,0.0
15924,infection rll,1,1.0,0.0,1.0,0.0
15926,hd portacath site pain,1,1.0,0.0,1.0,0.0
15929,finger laceration/hand laceration,1,1.0,0.0,1.0,0.0
