,index,total,home_count,admit_count,home_pp,admit_pp
13289,for ultrasound,1,0.0,1.0,0.0,1.0
13290,right ich,1,0.0,1.0,0.0,1.0
13291,fever/ weakness,1,0.0,1.0,0.0,1.0
13292,acting bizarre/si,1,0.0,1.0,0.0,1.0
13293,unable to move left 4-5th digits s/p fall,1,1.0,0.0,1.0,0.0
13294,high hormone levels,1,1.0,0.0,1.0,0.0
13295,left foot discoloration,1,0.0,1.0,0.0,1.0
13296,hematoma surg site,1,0.0,1.0,0.0,1.0
13297,l facial paralysis,1,0.0,1.0,0.0,1.0
13298,ha/fever/cough,1,1.0,0.0,1.0,0.0
13299,for admission for plasma exchange,1,0.0,1.0,0.0,1.0
13300,r lower abd pain,1,1.0,0.0,1.0,0.0
13301,trimalleoar fx,1,0.0,1.0,0.0,1.0
13302,left thigh hematoma,1,0.0,1.0,0.0,1.0
13303,r hip pain after falling,1,0.0,1.0,0.0,1.0
13304,c6-7 fx s/p syncope,1,0.0,1.0,0.0,1.0
13305,hematuria/left flank pain,1,1.0,0.0,1.0,0.0
13306,"lll swelling,foot pain",1,1.0,0.0,1.0,0.0
13307,mulitple lacs,1,1.0,0.0,1.0,0.0
13308,chill/diarrhea,1,1.0,0.0,1.0,0.0
13309,herniated l5-s1 disk,1,1.0,0.0,1.0,0.0
13310,splinter infx,1,1.0,0.0,1.0,0.0
13311,right leg hematoma ,1,1.0,0.0,1.0,0.0
13312,s/p fall chin lac,1,1.0,0.0,1.0,0.0
13313,facial lac from dog bite,1,1.0,0.0,1.0,0.0
13314,r  ankle,1,1.0,0.0,1.0,0.0
13315,abd pain/vag discharge,1,1.0,0.0,1.0,0.0
13316,s/p fall left ankle inj,1,1.0,0.0,1.0,0.0
13317,check up,1,0.0,1.0,0.0,1.0
13318,vomiting and diahrrea,1,1.0,0.0,1.0,0.0
13319,fall back l hip pain,1,0.0,1.0,0.0,1.0
13320,ha/aphasia,1,1.0,0.0,1.0,0.0
13321,influenza like illness/cp,1,0.0,1.0,0.0,1.0
13322,etoh/?detox,1,1.0,0.0,1.0,0.0
13323,back pain/abcesses/face pain,1,1.0,0.0,1.0,0.0
13324,heart problem,1,1.0,0.0,1.0,0.0
13325,r  flank   pain,1,1.0,0.0,1.0,0.0
13326,admit for tpn,1,0.0,1.0,0.0,1.0
13327,syncope/right arm pain,1,1.0,0.0,1.0,0.0
13328,sw to arm,1,1.0,0.0,1.0,0.0
13329,headache/abd pain with n/v,1,1.0,0.0,1.0,0.0
13330,fall 14-15 stairs,1,1.0,0.0,1.0,0.0
13331,colangitis,1,0.0,1.0,0.0,1.0
13332,epideral abcess,1,0.0,1.0,0.0,1.0
13333,fx femer,1,0.0,1.0,0.0,1.0
13334,?blocked stent,1,0.0,1.0,0.0,1.0
13335,t12 fx s/p ped struck,1,0.0,1.0,0.0,1.0
13336,eye exam,1,1.0,0.0,1.0,0.0
13337,lower mid back pain,1,1.0,0.0,1.0,0.0
13338,head/neck pain  mvc,1,1.0,0.0,1.0,0.0
13339,c/p ^troponin,1,0.0,1.0,0.0,1.0
13340,hct 22/fatigue,1,0.0,1.0,0.0,1.0
13341,sob at 27 weeks pregnant,1,1.0,0.0,1.0,0.0
13342,dyspnea/tachycardia,1,0.0,1.0,0.0,1.0
13343,legs heavy/nausea,1,1.0,0.0,1.0,0.0
13344,cat  bite,1,1.0,0.0,1.0,0.0
13345,new l ear deafness,1,1.0,0.0,1.0,0.0
13346,l hand swelling x1 month,1,1.0,0.0,1.0,0.0
13347,nuasea/vomiting,1,0.0,1.0,0.0,1.0
13348,abd apin,1,0.0,1.0,0.0,1.0
13349,right elbow erythema edema,1,0.0,1.0,0.0,1.0
13350,llq pain/sob,1,0.0,1.0,0.0,1.0
13351,"back ,neck pain",1,0.0,1.0,0.0,1.0
13352,for abx,1,1.0,0.0,1.0,0.0
13353,etoh/cocaine,1,1.0,0.0,1.0,0.0
13354,abd pain post dialysis,1,0.0,1.0,0.0,1.0
13355,? pancreatitis,1,0.0,1.0,0.0,1.0
13356,minor head abrasion,1,1.0,0.0,1.0,0.0
13357,sob x 3 days,1,0.0,1.0,0.0,1.0
13358,sz vs migraine,1,1.0,0.0,1.0,0.0
13359,l arm infection ,1,1.0,0.0,1.0,0.0
13360,combative/si,1,1.0,0.0,1.0,0.0
13361,rt foot pain/numbness,1,0.0,1.0,0.0,1.0
13362,fall hit head,1,1.0,0.0,1.0,0.0
13363,r/o contractions,1,0.0,1.0,0.0,1.0
13364,30f fall off roof,1,0.0,1.0,0.0,1.0
13365,cough neutropenia,1,0.0,1.0,0.0,1.0
13366,tingling in feet and hands,1,1.0,0.0,1.0,0.0
13367,ileitis,1,0.0,1.0,0.0,1.0
13368,r leg tingling,1,1.0,0.0,1.0,0.0
13369,scrotal edema/rash,1,0.0,1.0,0.0,1.0
13370,weakness/lightheadness,1,1.0,0.0,1.0,0.0
13371,l arm and neck pain ,1,0.0,1.0,0.0,1.0
13372,splashed in eye,1,1.0,0.0,1.0,0.0
13373,abdominal pain/ vomiting,1,0.0,1.0,0.0,1.0
13374,"""sleepy""",1,0.0,1.0,0.0,1.0
13375,od redness pain,1,1.0,0.0,1.0,0.0
13376,elevated co2,1,0.0,1.0,0.0,1.0
13377,renal failure ftt,1,0.0,1.0,0.0,1.0
13378,"fall,l rib pain",1,1.0,0.0,1.0,0.0
13379,lle ulcer,1,1.0,0.0,1.0,0.0
13380,l foot weakness,1,1.0,0.0,1.0,0.0
13381,question sepsis,1,0.0,1.0,0.0,1.0
13382,delirium d/t hypoxia,1,0.0,1.0,0.0,1.0
13383,twisted r ankle,1,1.0,0.0,1.0,0.0
13384,multiple fractures,1,0.0,1.0,0.0,1.0
13385,environmental exposure,1,1.0,0.0,1.0,0.0
13386,ear pain hearing loss,1,1.0,0.0,1.0,0.0
13387,? picc line dislodged,1,0.0,1.0,0.0,1.0
13388,low temps at home,1,1.0,0.0,1.0,0.0
13389,ble pain >lle,1,0.0,1.0,0.0,1.0
13390,bil. foot pain,1,1.0,0.0,1.0,0.0
13391,fatigue and lightheaded,1,0.0,1.0,0.0,1.0
13392,back pain neck pain,1,0.0,1.0,0.0,1.0
13393,fall/hip pain,1,0.0,1.0,0.0,1.0
13394,"""my asthma is acting up""",1,1.0,0.0,1.0,0.0
13395,droop,1,1.0,0.0,1.0,0.0
13396,l leg phlebitis,1,1.0,0.0,1.0,0.0
13397,l sciatic pain ,1,0.0,1.0,0.0,1.0
13398,? std,1,1.0,0.0,1.0,0.0
13399,r flank pain/n/v,1,0.0,1.0,0.0,1.0
13400,drainage tube painful,1,0.0,1.0,0.0,1.0
13401,liq nitrogen exposure,1,1.0,0.0,1.0,0.0
13402,hearing voices/cutting,1,1.0,0.0,1.0,0.0
13403,pushed down 15 stairs,1,1.0,0.0,1.0,0.0
13404,lesion left ear,1,1.0,0.0,1.0,0.0
13405,left flank/left lower quad pain,1,1.0,0.0,1.0,0.0
13406,t-spine fx,1,0.0,1.0,0.0,1.0
13407,fever altered m/s,1,0.0,1.0,0.0,1.0
13408,s/p fall sz,1,0.0,1.0,0.0,1.0
13409,lab draw only,1,1.0,0.0,1.0,0.0
13410,fall  arm pain,1,1.0,0.0,1.0,0.0
13411,gun shot,1,1.0,0.0,1.0,0.0
13412,anxoius,1,1.0,0.0,1.0,0.0
13413,dyspnea /ftt,1,0.0,1.0,0.0,1.0
13414,intermittant headache,1,0.0,1.0,0.0,1.0
13415,wound eval left knee,1,0.0,1.0,0.0,1.0
13416,b arm laceration,1,0.0,1.0,0.0,1.0
13417,+ l.p.,1,0.0,1.0,0.0,1.0
13418,polydipsi,1,1.0,0.0,1.0,0.0
13419,? sdh s/p fall,1,0.0,1.0,0.0,1.0
13420,cast smells,1,1.0,0.0,1.0,0.0
13421,lightheaded/?poison oak,1,1.0,0.0,1.0,0.0
13422,?artery occlusion,1,0.0,1.0,0.0,1.0
13423,h/a neck stiff,1,1.0,0.0,1.0,0.0
13424,od/obtunded,1,0.0,1.0,0.0,1.0
13425,right thigh lac,1,1.0,0.0,1.0,0.0
13426,redness/tenderness generator site,1,0.0,1.0,0.0,1.0
13427,r hip dislocation/fx?,1,0.0,1.0,0.0,1.0
13428,hand paresthesia,1,1.0,0.0,1.0,0.0
13429,wrist and hand injury,1,1.0,0.0,1.0,0.0
13430,r wrist weakness,1,1.0,0.0,1.0,0.0
13431,ataxia  ha,1,0.0,1.0,0.0,1.0
13432,ecchymotic r breast/hematoma,1,0.0,1.0,0.0,1.0
13433,a flutter,1,0.0,1.0,0.0,1.0
13434,left arm cellulits/sec12,1,0.0,1.0,0.0,1.0
13435,rigth flank pain,1,0.0,1.0,0.0,1.0
13436,+ pelvic pain,1,1.0,0.0,1.0,0.0
13437,"""gums swollen""",1,1.0,0.0,1.0,0.0
13438,cough for one week,1,1.0,0.0,1.0,0.0
13439,syncope/incontinent,1,1.0,0.0,1.0,0.0
13440,l side pain ,1,1.0,0.0,1.0,0.0
13441,aggitation/uncooperative,1,1.0,0.0,1.0,0.0
13442,feels winded,1,0.0,1.0,0.0,1.0
13443,feeling unwell ,1,1.0,0.0,1.0,0.0
13444,hearing loss right ear,1,1.0,0.0,1.0,0.0
13445,slit wrist si,1,0.0,1.0,0.0,1.0
13446,abd pain/postpardum,1,0.0,1.0,0.0,1.0
13447,r ischemic foot,1,0.0,1.0,0.0,1.0
13448,gu pain,1,1.0,0.0,1.0,0.0
13449,rt foot infection with fevers,1,0.0,1.0,0.0,1.0
13450,dyspena,1,0.0,1.0,0.0,1.0
13451,weak/diff ambulating,1,0.0,1.0,0.0,1.0
13452,finger swelling/redness,1,1.0,0.0,1.0,0.0
13453,unsteady gait ,1,1.0,0.0,1.0,0.0
13454,l eye pain and swelling,1,1.0,0.0,1.0,0.0
13455,incont stool,1,0.0,1.0,0.0,1.0
13456,refill,1,1.0,0.0,1.0,0.0
13457,painful swollen joints,1,0.0,1.0,0.0,1.0
13458,wart to hand,1,1.0,0.0,1.0,0.0
13459,stepped on a nail,1,1.0,0.0,1.0,0.0
13460,pain behind r ear,1,1.0,0.0,1.0,0.0
13461,worsening pe,1,1.0,0.0,1.0,0.0
13462,lac to toe,1,0.0,1.0,0.0,1.0
13463,letf knee pain,1,1.0,0.0,1.0,0.0
13464,+ sdh,1,1.0,0.0,1.0,0.0
13465,coug/syncope,1,1.0,0.0,1.0,0.0
13466,abnml us,1,1.0,0.0,1.0,0.0
13467,infected g tube site,1,1.0,0.0,1.0,0.0
13468,bleeding hd cath,1,0.0,1.0,0.0,1.0
13469,nasuea/vomiting,1,1.0,0.0,1.0,0.0
13470,rlq pain\,1,1.0,0.0,1.0,0.0
13471,left ear decreased hearing,1,1.0,0.0,1.0,0.0
13472,r thigh burning,1,1.0,0.0,1.0,0.0
13473,rash on lips,1,1.0,0.0,1.0,0.0
13474,r leg swelling and redness,1,0.0,1.0,0.0,1.0
13475,rectal fistula,1,1.0,0.0,1.0,0.0
13476,"weakness,confusion",1,0.0,1.0,0.0,1.0
13477,shoulder/ scapula pain,1,0.0,1.0,0.0,1.0
13478,headache + mri,1,0.0,1.0,0.0,1.0
13479,tachy/abnl labs,1,0.0,1.0,0.0,1.0
13480,left knee and left shoulder pain,1,1.0,0.0,1.0,0.0
13481,decreased temp/bp,1,0.0,1.0,0.0,1.0
13482,luq mass,1,0.0,1.0,0.0,1.0
13483,burning cp and nausea,1,1.0,0.0,1.0,0.0
13484,facial swelling/ecchymosis,1,0.0,1.0,0.0,1.0
13485,tramadol od ,1,1.0,0.0,1.0,0.0
13486,post op infections,1,0.0,1.0,0.0,1.0
13487,?altered mental status,1,0.0,1.0,0.0,1.0
13488,left thigh/hip pain,1,0.0,1.0,0.0,1.0
13489,finger tip pain/numbness and discolorization,1,1.0,0.0,1.0,0.0
13490,? pancreatitis flare,1,0.0,1.0,0.0,1.0
13491,left sided thoracic pain,1,1.0,0.0,1.0,0.0
13492,incontinent s/p back injury,1,0.0,1.0,0.0,1.0
13493,lt,1,0.0,1.0,0.0,1.0
13494,left toe laceration,1,1.0,0.0,1.0,0.0
13495,slurring words,1,0.0,1.0,0.0,1.0
13496,cellulitis/mrsa,1,0.0,1.0,0.0,1.0
13497,pulled out dialysis cath,1,0.0,1.0,0.0,1.0
13498,hematuria/blood in stool,1,1.0,0.0,1.0,0.0
13499,gums bleeding,1,1.0,0.0,1.0,0.0
13500,vag bleed /back pain,1,1.0,0.0,1.0,0.0
13501,foot lac/injury,1,0.0,1.0,0.0,1.0
13502,right groin abcess,1,1.0,0.0,1.0,0.0
13503,reeval/body rash,1,1.0,0.0,1.0,0.0
13504,frostbite to hands,1,1.0,0.0,1.0,0.0
13505,scratched by patient,1,1.0,0.0,1.0,0.0
13506,leaking ascites,1,0.0,1.0,0.0,1.0
13507,eu critical/transfer ___ s/p fall,1,0.0,1.0,0.0,1.0
13508,hypomania,1,0.0,1.0,0.0,1.0
13509,bilateral hand edema,1,1.0,0.0,1.0,0.0
13510,anemic,1,0.0,1.0,0.0,1.0
13511,lethargy/ms changes,1,0.0,1.0,0.0,1.0
13512,facial numbness/eye tearing ,1,1.0,0.0,1.0,0.0
13513,back pain/doe,1,1.0,0.0,1.0,0.0
13514,left eyelid redness,1,1.0,0.0,1.0,0.0
13515,r  posterior hemmorhage,1,0.0,1.0,0.0,1.0
13516,? blood transfusion   low hct,1,0.0,1.0,0.0,1.0
13517,sob/cellulitis,1,0.0,1.0,0.0,1.0
13518,bed at arbor/r hand injury,1,1.0,0.0,1.0,0.0
13519,fistula evaluation,1,0.0,1.0,0.0,1.0
13520,reported htn,1,0.0,1.0,0.0,1.0
13521,right should bruising,1,1.0,0.0,1.0,0.0
13522,"weak,unable to walk",1,0.0,1.0,0.0,1.0
13523,bilat hand and feet parathesia,1,1.0,0.0,1.0,0.0
13524,abd pain/sxn 12,1,1.0,0.0,1.0,0.0
13525,h/a /facial rash,1,1.0,0.0,1.0,0.0
13526,head and facial trauma,1,0.0,1.0,0.0,1.0
13527,hematuria with foley,1,1.0,0.0,1.0,0.0
13528,htn/palps,1,1.0,0.0,1.0,0.0
13529,rectal bleeding/urinary retention,1,0.0,1.0,0.0,1.0
13530,l vision changes,1,0.0,1.0,0.0,1.0
13531,upper gib,1,0.0,1.0,0.0,1.0
13532,r rib injury,1,1.0,0.0,1.0,0.0
13533,right lower abdominal pain,1,0.0,1.0,0.0,1.0
13534,ha/csf leak,1,1.0,0.0,1.0,0.0
13535,chp,1,0.0,1.0,0.0,1.0
13536,anxiety/___,1,0.0,1.0,0.0,1.0
13537,increased tracheal stenosis,1,0.0,1.0,0.0,1.0
13538,rpa transfer,1,0.0,1.0,0.0,1.0
13539,ingestion of mothballs,1,1.0,0.0,1.0,0.0
13540,mca (motorcycle accident),1,1.0,0.0,1.0,0.0
13541,abrasion to head,1,1.0,0.0,1.0,0.0
13542,altered speech,1,0.0,1.0,0.0,1.0
13543,l ring finger laceration,1,1.0,0.0,1.0,0.0
13544,right leg pain/cp,1,0.0,1.0,0.0,1.0
13545,needs home 02,1,1.0,0.0,1.0,0.0
13546,diarrhea/neutropenia,1,0.0,1.0,0.0,1.0
13547,finger injury/lac,1,1.0,0.0,1.0,0.0
13548,chest/rib pain,1,1.0,0.0,1.0,0.0
13549,nausea/hypoxic on ra,1,0.0,1.0,0.0,1.0
13550,numb all over x 2 weeks,1,1.0,0.0,1.0,0.0
13551,lower back pain with scc,1,1.0,0.0,1.0,0.0
13552,lt femur fx,1,0.0,1.0,0.0,1.0
13553,abn preg,1,0.0,1.0,0.0,1.0
13554,skin wound,1,1.0,0.0,1.0,0.0
13555,r heel fb,1,1.0,0.0,1.0,0.0
13556,non med compliant,1,1.0,0.0,1.0,0.0
13557,r    chest pain,1,1.0,0.0,1.0,0.0
13558,"palpatations,sob",1,0.0,1.0,0.0,1.0
13559,right internal carotid dissection,1,0.0,1.0,0.0,1.0
13560,? buttock abscess,1,1.0,0.0,1.0,0.0
13561,4th digit nail avulsion,1,1.0,0.0,1.0,0.0
13562,brbp ostomy,1,0.0,1.0,0.0,1.0
13563,oil burn to face,1,1.0,0.0,1.0,0.0
13564,hemorrhagic cva,1,0.0,1.0,0.0,1.0
13565,l le swelling  r/o  dvt,1,1.0,0.0,1.0,0.0
13566,eyelid lacs,1,1.0,0.0,1.0,0.0
13567,unsteady gait /change ms,1,0.0,1.0,0.0,1.0
13568,exposed to plaster dust,1,1.0,0.0,1.0,0.0
13569,foot and calf pain,1,1.0,0.0,1.0,0.0
13570,back pain /uti,1,0.0,1.0,0.0,1.0
13571,leaking aneurysm,1,0.0,1.0,0.0,1.0
13572,left arm fistula pain,1,1.0,0.0,1.0,0.0
13573,syncope/loc,1,0.0,1.0,0.0,1.0
13574,numbness of right thumb,1,1.0,0.0,1.0,0.0
13575,myalgia ,1,1.0,0.0,1.0,0.0
13576,abd pain left sided,1,1.0,0.0,1.0,0.0
13577,yellow discharge,1,1.0,0.0,1.0,0.0
13578,abd pain x3 days/ vomiting,1,0.0,1.0,0.0,1.0
13579,"nausea,palps",1,1.0,0.0,1.0,0.0
13580,abd  pain  l  flank  pain,1,1.0,0.0,1.0,0.0
13581,high b/p/h/a,1,1.0,0.0,1.0,0.0
13582,nasuea/diarrhea,1,1.0,0.0,1.0,0.0
13583,head abrasion,1,1.0,0.0,1.0,0.0
13584,appears intox ,1,1.0,0.0,1.0,0.0
13585,penis hematoma,1,1.0,0.0,1.0,0.0
13586,mvc/head/back pain,1,1.0,0.0,1.0,0.0
13587,arm redness s/p bee sting,1,1.0,0.0,1.0,0.0
13588,hallucinations increasing ,1,1.0,0.0,1.0,0.0
13589,sub acute cva,1,0.0,1.0,0.0,1.0
13590,neck infection,1,0.0,1.0,0.0,1.0
13591,l toe nail injury,1,1.0,0.0,1.0,0.0
13592,? constipation/abd pain,1,1.0,0.0,1.0,0.0
13593,petechial rash,1,0.0,1.0,0.0,1.0
13594,new o2 requirement,1,0.0,1.0,0.0,1.0
13595,s/p sz/etoh w/d,1,0.0,1.0,0.0,1.0
13596,left knee deformity,1,0.0,1.0,0.0,1.0
13597,pna-transfer,1,0.0,1.0,0.0,1.0
13598,l breast reddness,1,1.0,0.0,1.0,0.0
13599,left arm fistula problem,1,0.0,1.0,0.0,1.0
13600,h/a s/p cortisone injection,1,1.0,0.0,1.0,0.0
13601,suprapubic cath blocked,1,1.0,0.0,1.0,0.0
13602,left eye twitching,1,1.0,0.0,1.0,0.0
13603,headache left sided numbness,1,1.0,0.0,1.0,0.0
13604,"ili,bodyaches",1,0.0,1.0,0.0,1.0
13605,hemmorroids,1,0.0,1.0,0.0,1.0
13606,"r fingers,toes discoloration",1,0.0,1.0,0.0,1.0
13607,scapula swelling,1,0.0,1.0,0.0,1.0
13608,back pain/left hip pain,1,1.0,0.0,1.0,0.0
13609,dialysis issues,1,0.0,1.0,0.0,1.0
13610,fb to foot,1,1.0,0.0,1.0,0.0
13611,splenic lacertation/mvc,1,0.0,1.0,0.0,1.0
13612,r leg shaking,1,1.0,0.0,1.0,0.0
13613,sob/diaphoresis,1,1.0,0.0,1.0,0.0
13614,bil le paralysis,1,0.0,1.0,0.0,1.0
13615,seizure/lac,1,1.0,0.0,1.0,0.0
13616,flank after a stumble through a stair,1,1.0,0.0,1.0,0.0
13617,s/p fall left shin lac,1,1.0,0.0,1.0,0.0
13618,plastics,1,0.0,1.0,0.0,1.0
13619,bike injury,1,0.0,1.0,0.0,1.0
13620,numbness in jaw,1,1.0,0.0,1.0,0.0
13621,le lacs,1,1.0,0.0,1.0,0.0
13622,"eval groin wound inf,",1,1.0,0.0,1.0,0.0
13623,s/p replacement,1,1.0,0.0,1.0,0.0
13624,1st time sz,1,0.0,1.0,0.0,1.0
13625,nephrotomy tube eval,1,1.0,0.0,1.0,0.0
13626,"dizzy,weakness",1,1.0,0.0,1.0,0.0
13627,heel/ankle fx?,1,1.0,0.0,1.0,0.0
13628,l  thalmic mass,1,0.0,1.0,0.0,1.0
13629,ataxia ,1,1.0,0.0,1.0,0.0
13630,dizzy and thirsty,1,1.0,0.0,1.0,0.0
13631,s/p r flank pain,1,1.0,0.0,1.0,0.0
13632,cp  elevated trop,1,0.0,1.0,0.0,1.0
13633,right leg/hip/back pain,1,1.0,0.0,1.0,0.0
13634,fall/transfer,1,0.0,1.0,0.0,1.0
13635,anemia + trop,1,0.0,1.0,0.0,1.0
13636,ruq spasms,1,1.0,0.0,1.0,0.0
13637,rash/post op,1,1.0,0.0,1.0,0.0
13638,dehydration/eating d/o,1,1.0,0.0,1.0,0.0
13639,eval of u/s,1,1.0,0.0,1.0,0.0
13640,s/p chest pressur; right arm swelling,1,0.0,1.0,0.0,1.0
13641,p,1,0.0,1.0,0.0,1.0
13642,req paracentesis,1,0.0,1.0,0.0,1.0
13643,urinary retention/devic's,1,0.0,1.0,0.0,1.0
13644,foreign object in rectum,1,1.0,0.0,1.0,0.0
13645,right toe discolored,1,0.0,1.0,0.0,1.0
13646,"fall,ha",1,1.0,0.0,1.0,0.0
13647,left foot fx,1,1.0,0.0,1.0,0.0
13648,gastric mass,1,0.0,1.0,0.0,1.0
13649,right sided facial pain/right ear discomfort/numbness,1,1.0,0.0,1.0,0.0
13650,ruq pain x 6 months,1,1.0,0.0,1.0,0.0
13651,pe's-transfer,1,0.0,1.0,0.0,1.0
13652,fever/chills/ili,1,1.0,0.0,1.0,0.0
13653,elevated lft/ fever,1,0.0,1.0,0.0,1.0
13654,cns tumor - transfer,1,0.0,1.0,0.0,1.0
13655,body  aches  /nausea,1,1.0,0.0,1.0,0.0
13656,?inhaled glass,1,1.0,0.0,1.0,0.0
13657,cva s/p tpa,1,0.0,1.0,0.0,1.0
13658,fall/dizzy,1,0.0,1.0,0.0,1.0
13659,failed attempt at self care post g tube.,1,1.0,0.0,1.0,0.0
13660,lightheaded/palpatations,1,0.0,1.0,0.0,1.0
13661,high ketones,1,0.0,1.0,0.0,1.0
13662,med,1,1.0,0.0,1.0,0.0
13663,altered mental status/med reaction,1,0.0,1.0,0.0,1.0
13664,r side back painful ,1,1.0,0.0,1.0,0.0
13665,"malaise,n/v",1,1.0,0.0,1.0,0.0
13666,l wrist infection,1,0.0,1.0,0.0,1.0
13667,unknown head injury,1,0.0,1.0,0.0,1.0
13668,burn hands,1,1.0,0.0,1.0,0.0
13669,sob and back pain ,1,1.0,0.0,1.0,0.0
13670,feeling withdrawal sx,1,1.0,0.0,1.0,0.0
13671,lower body weakness,1,1.0,0.0,1.0,0.0
13672,itching/?allergic rxn,1,1.0,0.0,1.0,0.0
13673,urinary retention/renal failure,1,0.0,1.0,0.0,1.0
13674,call back abd mass,1,0.0,1.0,0.0,1.0
13675,groin discomfort,1,1.0,0.0,1.0,0.0
13676,subdural transfer,1,0.0,1.0,0.0,1.0
13677,left-sided cp,1,1.0,0.0,1.0,0.0
13678,neck pain/chin lac s/p mech fall,1,1.0,0.0,1.0,0.0
13679,"cough,ili",1,1.0,0.0,1.0,0.0
13680,dizziness and palpitations,1,1.0,0.0,1.0,0.0
13681,abscess transfer,1,0.0,1.0,0.0,1.0
13682,dizzy/ headache,1,1.0,0.0,1.0,0.0
13683,vag bleed hct 21,1,0.0,1.0,0.0,1.0
13684,l hip hematoma,1,0.0,1.0,0.0,1.0
13685,mental status changes ?uti,1,0.0,1.0,0.0,1.0
13686,dizziness/fatigue,1,1.0,0.0,1.0,0.0
13687,geni,1,1.0,0.0,1.0,0.0
13688,agitated/ ___,1,0.0,1.0,0.0,1.0
13689,stemi/gib,1,0.0,1.0,0.0,1.0
13690,l side numbness/pain,1,1.0,0.0,1.0,0.0
13691,flu  like  symomptoms,1,1.0,0.0,1.0,0.0
13692,eye redness ,1,1.0,0.0,1.0,0.0
13693,vaginal bleeding/iud out,1,1.0,0.0,1.0,0.0
13694,fevers and ruq pain,1,0.0,1.0,0.0,1.0
13695,infected hip replacement ,1,0.0,1.0,0.0,1.0
13696,tic on left hip,1,1.0,0.0,1.0,0.0
13697,multiple rib fx,1,1.0,0.0,1.0,0.0
13698,hand wounds,1,1.0,0.0,1.0,0.0
13699,fever 101.2,1,0.0,1.0,0.0,1.0
13700,r uq pain,1,0.0,1.0,0.0,1.0
13701,cold body aches,1,1.0,0.0,1.0,0.0
13702,nasuea,1,1.0,0.0,1.0,0.0
13703,dizziness/l arm shaking,1,1.0,0.0,1.0,0.0
13704,hearing loss left ear,1,1.0,0.0,1.0,0.0
13705,hemoptisis,1,1.0,0.0,1.0,0.0
13706,dizzy/irreg pulse,1,1.0,0.0,1.0,0.0
13707,groin pull,1,1.0,0.0,1.0,0.0
13708,r groin swelling s/p ablation,1,1.0,0.0,1.0,0.0
13709,right elbow redness ,1,1.0,0.0,1.0,0.0
13710,? seizure today,1,1.0,0.0,1.0,0.0
13711,ng tube replacement,1,0.0,1.0,0.0,1.0
13712,increased redness,1,0.0,1.0,0.0,1.0
13713,foley cath malfunction,1,1.0,0.0,1.0,0.0
13714,?withdrawal,1,1.0,0.0,1.0,0.0
13715,testicles swollen/blisters,1,1.0,0.0,1.0,0.0
13716,vag bleeding/cramping,1,1.0,0.0,1.0,0.0
13717,s.i / detox,1,1.0,0.0,1.0,0.0
13718,pneumonia  hypotension,1,0.0,1.0,0.0,1.0
13719,boil on neck,1,1.0,0.0,1.0,0.0
13720,bone marrow xplant,1,1.0,0.0,1.0,0.0
13721,jet ski collision,1,0.0,1.0,0.0,1.0
13722,polysubstance ingestion,1,1.0,0.0,1.0,0.0
13723,st depr,1,0.0,1.0,0.0,1.0
13724,elevated lft's/fever,1,0.0,1.0,0.0,1.0
13725,s/p head injury/depression,1,1.0,0.0,1.0,0.0
13726,esophoheal pain,1,1.0,0.0,1.0,0.0
13727,lower ext problem,1,0.0,1.0,0.0,1.0
13728,"detox,please",1,0.0,1.0,0.0,1.0
13729,"sclera red,swollen",1,1.0,0.0,1.0,0.0
13730,l ankle infection,1,0.0,1.0,0.0,1.0
13731,s/p fall-left humerus fx,1,0.0,1.0,0.0,1.0
13732,confused x 2 days,1,0.0,1.0,0.0,1.0
13733,kidney stone ,1,1.0,0.0,1.0,0.0
13734,tracheal eval,1,0.0,1.0,0.0,1.0
13735,rash vs insect bite,1,1.0,0.0,1.0,0.0
13736,nausea near syncope,1,1.0,0.0,1.0,0.0
13737,ileus,1,0.0,1.0,0.0,1.0
13738,fatigued/ vomitting,1,1.0,0.0,1.0,0.0
13739,sz intubated,1,0.0,1.0,0.0,1.0
13740,maxillary fx,1,1.0,0.0,1.0,0.0
13741,? ectopic pregnancy,1,1.0,0.0,1.0,0.0
13742,cough/ n/v/d,1,1.0,0.0,1.0,0.0
13743,req psych eval,1,1.0,0.0,1.0,0.0
13744,s/p fall: jaw pain,1,1.0,0.0,1.0,0.0
13745,coffee ground emisis,1,0.0,1.0,0.0,1.0
13746,uti/weakness,1,0.0,1.0,0.0,1.0
13747,lower gib,1,0.0,1.0,0.0,1.0
13748,"urinary retention,hematuria",1,0.0,1.0,0.0,1.0
13749,"lethargy,hypotension",1,0.0,1.0,0.0,1.0
13750,testicle bleeding /pain,1,0.0,1.0,0.0,1.0
13751,sacrum pain,1,1.0,0.0,1.0,0.0
13752,confusion/new brain mass,1,0.0,1.0,0.0,1.0
13753,"nausea,diaphoretic",1,1.0,0.0,1.0,0.0
13754,pushed out of car,1,0.0,1.0,0.0,1.0
13755,l ax vein thrombosis,1,1.0,0.0,1.0,0.0
13756,abd pain/ ha,1,1.0,0.0,1.0,0.0
13757,l droop/weakness,1,1.0,0.0,1.0,0.0
13758,rib pain.sob,1,1.0,0.0,1.0,0.0
13759,radial fracture,1,1.0,0.0,1.0,0.0
13760,lsd rxn,1,1.0,0.0,1.0,0.0
13761,hemhorroid,1,1.0,0.0,1.0,0.0
